Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
GMC,Yukon,2015,Saudi,Silver,Semi Full,2.0,Gas,Automatic,215000,Taef,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,157000,Riyadh,60000,False
Toyota,Camry,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,400000,Riyadh,0,True
Toyota,Camry,2005,Saudi,Blue,Full,1.6,Gas,Manual,360000,Najran,22000,False
Toyota,FJ,2014,Saudi,Silver,Full,9.0,Gas,Automatic,308000,Hail,75000,False
Ford,Victoria,2010,Saudi,Grey,Standard,4.6,Gas,Automatic,345000,Makkah,0,True
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Manual,110,Aseer,0,True
Kia,Rio,2017,Saudi,Blue,Standard,1.4,Gas,Automatic,116000,Qassim,29000,False
Chevrolet,Blazer,2007,Saudi,Red,Full,3.6,Gas,Automatic,200000,Al-Ahsa,0,True
Hyundai,Elantra,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,15800,Aseer,58000,False
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,167000,Riyadh,80000,False
Lexus,LX,2007,Saudi,White,Full,5.7,Gas,Automatic,184000,Jeddah,0,True
Hyundai,Elantra,2014,Saudi,White,Standard,2.0,Gas,Automatic,163000,Taef,0,True
Ford,Explorer,2016,Saudi,White,Standard,3.5,Gas,Automatic,307811,Riyadh,0,True
Mitsubishi,Pajero,2016,Other,White,Semi Full,3.5,Gas,Automatic,190,Qassim,0,True
Chery,QQ,2012,Saudi,Red,Full,1.4,Gas,Manual,100,Makkah,11000,False
Ford,Victoria,1999,Saudi,Another Color,Semi Full,1.0,Gas,Automatic,4000,Riyadh,10000,False
Chevrolet,Suburban,2007,Saudi,Golden,Standard,5.3,Gas,Automatic,368000,Riyadh,0,True
Mercedes,S,2013,Gulf Arabic,Brown,Semi Full,3.0,Gas,Automatic,130000,Riyadh,115000,False
Ford,Taurus,2015,Saudi,Grey,Semi Full,8.0,Gas,Automatic,219819,Aseer,0,True
Toyota,Furniture,2013,Other,Silver,Semi Full,2.4,Gas,Automatic,170000,Riyadh,55000,False
Toyota,Camry,2018,Saudi,White,Full,3.5,Gas,Automatic,111,Riyadh,66000,False
Ford,Marquis,2010,Other,Silver,Semi Full,4.6,Gas,Automatic,390000,Dammam,0,True
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,234000,Riyadh,0,True
Land Rover,Range Rover,2015,Saudi,Black,Full,5.0,Gas,Automatic,212,Riyadh,0,True
Hyundai,Accent,2018,Saudi,White,Semi Full,1.4,Gas,Automatic,51000,Hafar Al-Batin,35000,False
Ford,Taurus,2016,Saudi,Silver,Standard,3.5,Gas,Automatic,144000,Dammam,55000,False
Mitsubishi,L300,2014,Saudi,White,Standard,2.0,Gas,Manual,120000,Riyadh,23000,False
Lexus,LS,2008,Gulf Arabic,White,Full,1.8,Gas,Automatic,268000,Riyadh,46000,False
Toyota,Land Cruiser,2015,Saudi,White,Full,4.6,Gas,Automatic,1500000,Riyadh,150000,False
Cadillac,Escalade,2009,Saudi,White,Full,6.2,Gas,Automatic,219000,Riyadh,50000,False
Toyota,Camry,2006,Saudi,Blue,Semi Full,2.4,Gas,Automatic,240000,Riyadh,20000,False
Toyota,Land Cruiser Pickup,2014,Saudi,Bronze,Full,6.0,Gas,Manual,195000,Al-Jouf,0,True
Chrysler,C300,2006,Saudi,Golden,Full,3.5,Gas,Automatic,200000,Al-Baha,0,True
Toyota,Avalon,2016,Saudi,White,Standard,3.5,Gas,Automatic,194000,Qassim,0,True
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Manual,130000,Riyadh,27000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,74000,Riyadh,27000,False
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105000,Riyadh,23000,False
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,49000,Riyadh,65000,False
GMC,Sierra,2017,Gulf Arabic,Red,Semi Full,5.3,Gas,Automatic,95000,Riyadh,0,True
Toyota,Camry,2015,Other,Silver,Full,4.0,Gas,Automatic,130,Riyadh,0,True
Daihatsu,Delta,1997,Saudi,Black,Standard,1.0,Gas,Manual,200,Taef,0,True
Kia,Carnival,2011,Saudi,Golden,Semi Full,3.3,Gas,Automatic,232000,Riyadh,0,True
Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,91769,Riyadh,68000,False
Lexus,GS,2013,Saudi,Bronze,Semi Full,3.5,Gas,Automatic,287000,Riyadh,85000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,88000,Riyadh,0,True
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,65000,Riyadh,0,True
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,58000,Riyadh,35000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,44500,Riyadh,0,True
Hyundai,Accent,2019,Saudi,Blue,Standard,1.4,Gas,Automatic,74000,Riyadh,0,True
Hyundai,Elantra,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,200,Jubail,1300,False
Nissan,Patrol,1990,Gulf Arabic,Golden,Semi Full,8.0,Gas,Manual,300000,Al-Namas,0,True
Lexus,ES,2013,Saudi,Black,Full,3.6,Gas,Automatic,137000,Tabouk,90000,False
Ford,Flex,2012,Saudi,Black,Semi Full,6.0,Gas,Automatic,255000,Riyadh,24000,False
Toyota,Corolla,2012,Other,Blue,Standard,1.6,Gas,Automatic,2755,Makkah,25000,False
GMC,Sierra,2019,Other,Grey,Standard,5.3,Gas,Automatic,2900,Taef,0,True
Toyota,Hilux,2017,Other,White,Full,2.7,Gas,Manual,170,Besha,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,157000,Abha,60000,False
Toyota,Echo,2004,Saudi,Grey,Standard,5.4,Gas,Manual,550,Riyadh,0,True
Chevrolet,Silverado,2016,Saudi,White,Full,5.3,Gas,Automatic,96000,Aseer,95000,False
Toyota,Avalon,2019,Gulf Arabic,Grey,Standard,3.2,Gas,Automatic,44000,Riyadh,2093,False
Toyota,Hilux,1993,Gulf Arabic,White,Full,2.4,Gas,Manual,25000,Jazan,0,True
Nissan,Pathfinder,2002,Saudi,Another Color,Full,3.5,Gas,Manual,300000,Dammam,0,True
Toyota,Land Cruiser,2009,Saudi,White,Full,9.0,Gas,Automatic,440,Qassim,0,True
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,162,Taef,0,True
Toyota,Camry,2010,Saudi,White,Semi Full,2.5,Gas,Manual,311000,Riyadh,0,True
Hyundai,H1,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,201000,Jeddah,35000,False
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,120000,Arar,25000,False
Mercedes,ML,2013,Saudi,Black,Semi Full,3.3,Gas,Automatic,165000,Riyadh,90000,False
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,280,Riyadh,0,True
Changan,Seven,2019,Saudi,Brown,Full,1.5,Gas,Automatic,2500,Al-Ahsa,0,True
Chevrolet,Suburban,2015,Saudi,Black,Standard,1.6,Gas,Automatic,248,Makkah,0,True
Toyota,Hilux,2016,Other,White,Full,2.7,Gas,Manual,110000,Jeddah,55000,False
Toyota,Corolla,2020,Saudi,White,Semi Full,1.1,Gas,Automatic,26000,Makkah,1086,False
Cadillac,XT5,2017,Saudi,White,Standard,3.6,Gas,Automatic,24000,Riyadh,130000,False
Lexus,RX,2017,Other,Grey,Full,3.5,Gas,Automatic,54000,Jeddah,179000,False
Ford,Explorer,2007,Saudi,Black,Full,4.5,Gas,Automatic,300000,Aseer,0,True
Porsche,Cayenne,2019,Saudi,Grey,Full,3.6,Gas,Automatic,36000,Riyadh,360000,False
Land Rover,Range Rover,2006,Saudi,White,Full,5.0,Gas,Automatic,300000,Tabouk,25000,False
Chevrolet,Optra,2010,Gulf Arabic,Silver,Full,1.6,Gas,Automatic,206000,Jeddah,8000,False
Suzuki,Other,2017,Saudi,White,Standard,1.6,Gas,Automatic,100,Jubail,0,True
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,274634,Riyadh,0,True
Chevrolet,Tahoe,2012,Saudi,Bronze,Semi Full,4.8,Gas,Automatic,100000,Hail,75000,False
Toyota,Land Cruiser,2015,Saudi,White,Standard,4.6,Gas,Manual,271000,Riyadh,0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,35000,Arar,85000,False
Chrysler,C300,2010,Other,Red,Full,5.7,Gas,Automatic,100000,Riyadh,20000,False
Toyota,Camry,2013,Saudi,Blue,Full,2.4,Gas,Automatic,180500,Jeddah,38000,False
Toyota,Camry,2010,Saudi,Another Color,Standard,2.0,Gas,Manual,550000,Jeddah,20000,False
Ford,Edge,2013,Saudi,Black,Full,3.5,Gas,Automatic,240,Jeddah,43000,False
Mitsubishi,Galant,2011,Saudi,Golden,Full,3.8,Gas,Automatic,265000,Jazan,12000,False
Toyota,Corolla,2015,Saudi,Blue,Semi Full,1.6,Gas,Automatic,135000,Riyadh,0,True
Lexus,LX,2010,Saudi,White,Full,1.0,Gas,Automatic,400,Tabouk,0,True
Hyundai,Elantra,2014,Saudi,Another Color,Standard,2.0,Gas,Automatic,150,Besha,0,True
Ford,Edge,2012,Saudi,Brown,Full,3.5,Gas,Automatic,395000,Qassim,35000,False
Land Rover,Range Rover,2010,Saudi,White,Full,5.0,Gas,Automatic,188000,Al-Medina,62000,False
Toyota,Rav4,2011,Saudi,Another Color,Semi Full,1.4,Gas,Manual,135000,Riyadh,25000,False
GMC,Sierra,2014,Other,Grey,Semi Full,5.3,Gas,Automatic,71000,Abha,0,True
Honda,Accord,2008,Saudi,White,Standard,2.4,Gas,Automatic,17700,Jeddah,28000,False
Nissan,X-Trail,2020,Saudi,Silver,Semi Full,2.5,Gas,Automatic,23000,Makkah,1473,False
Ford,Focus,2017,Gulf Arabic,Blue,Semi Full,1.6,Gas,Automatic,85000,Dammam,0,True
Kia,Sorento,2013,Saudi,Silver,Full,3.3,Gas,Automatic,293000,Al-Jouf,35000,False
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,400,Jeddah,0,True
Toyota,Avalon,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,86000,Jeddah,87000,False
Hyundai,Accent,2010,Other,White,Semi Full,1.6,Gas,Automatic,240,Riyadh,0,True
Mercedes,S,2012,Saudi,Silver,Full,3.0,Gas,Automatic,140000,Riyadh,95000,False
Toyota,Yaris,2015,Saudi,Red,Full,1.5,Gas,Automatic,163,Makkah,0,True
Ford,Victoria,2004,Saudi,Oily,Full,4.6,Gas,Automatic,260,Besha,0,True
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,97700,Dammam,30000,False
Honda,Accord,2019,Saudi,Silver,Semi Full,1.5,Gas,Automatic,11000,Al-Ahsa,95800,False
Jeep,Cherokee,2015,Saudi,Silver,Full,2.4,Gas,Automatic,180000,Taef,2122,False
Nissan,Pathfinder,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,62000,Riyadh,0,True
Genesis,G80,2017,Saudi,White,Full,3.8,Gas,Automatic,158000,Qassim,95000,False
Kia,Carnival,2013,Saudi,Black,Semi Full,3.3,Gas,Automatic,169000,Dammam,0,True
Hyundai,Accent,2019,Gulf Arabic,Silver,Standard,1.4,Gas,Automatic,62000,Khobar,37000,False
Nissan,Altima,2006,Saudi,Black,Semi Full,2.5,Gas,Automatic,247000,Riyadh,15000,False
Honda,Accord,2016,Gulf Arabic,Grey,Semi Full,2.4,Gas,Automatic,129000,Dammam,68000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,116000,Dammam,32000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,133000,Dammam,34000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,88000,Dammam,34000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,53000,Dammam,35000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,112000,Dammam,32000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,109000,Dammam,33000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,61000,Dammam,34000,False
GMC,Suburban,2006,Saudi,Golden,Semi Full,5.2,Gas,Automatic,500000,Jeddah,14000,False
Toyota,Furniture,2012,Saudi,Black,Semi Full,2.0,Gas,Automatic,202245,Riyadh,41000,False
Jeep,Liberty,2012,Saudi,Silver,Semi Full,3.7,Gas,Automatic,247000,Al-Medina,25000,False
INFINITI,FX,2013,Saudi,White,Full,5.7,Gas,Automatic,60000,Dammam,0,True
Ford,Expedition,2015,Saudi,Green,Full,5.4,Gas,Automatic,228000,Jeddah,68000,False
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,314000,Dammam,46000,False
Hummer,H3,2006,Other,Blue,Full,3.5,Gas,Automatic,236000,Riyadh,22000,False
Hyundai,Sonata,2012,Saudi,White,Full,2.4,Gas,Automatic,28000,Aseer,0,True
Ford,Explorer,2009,Saudi,White,Semi Full,3.5,Gas,Automatic,270000,Riyadh,0,True
Mazda,CX9,2015,Saudi,Red,Standard,3.6,Gas,Automatic,195000,Al-Medina,0,True
Hyundai,Sonata,2020,Saudi,White,Semi Full,2.5,Gas,Automatic,46000,Tabouk,85000,False
Toyota,Corolla,2015,Other,Another Color,Semi Full,1.6,Gas,Automatic,309000,Khobar,32000,False
Ford,Explorer,2010,Other,Black,Semi Full,1.6,Gas,Automatic,3275230,Al-Baha,0,True
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,82000,Makkah,0,True
GMC,Yukon,2019,Saudi,Grey,Full,5.3,Gas,Automatic,50000,Jubail,1,False
Toyota,Furniture,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,497480,Riyadh,0,True
Mitsubishi,Pajero,2011,Saudi,Navy,Semi Full,6.0,Gas,Automatic,140000,Jubail,38000,False
Mitsubishi,Lancer,2009,Other,Grey,Standard,1.6,Gas,Automatic,222835,Riyadh,11500,False
Ford,Edge,2013,Saudi,Black,Standard,6.0,Gas,Automatic,277000,Najran,30000,False
Kia,Cadenza,2012,Saudi,Black,Standard,3.6,Gas,Automatic,147000,Riyadh,25000,False
Kia,Sorento,2006,Saudi,Navy,Full,3.5,Gas,Manual,257000,Dammam,15000,False
Audi,A6,2015,Saudi,Silver,Full,3.0,Gas,Automatic,77000,Riyadh,75000,False
Chevrolet,Camaro,2010,Saudi,Silver,Full,3.6,Gas,Automatic,150000,Riyadh,53000,False
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,260,Najran,0,True
Nissan,Altima,2011,Saudi,Silver,Full,2.5,Gas,Automatic,18500,Aseer,22000,False
Cadillac,Other,2013,Saudi,White,Full,3.6,Gas,Automatic,256000,Al-Medina,40000,False
